Title,URL,Publication Date,Section,publication_date
Fragile Global Economy Faces New Crisis in Israel-Gaza War,https://www.nytimes.com/2023/10/10/business/economy/global-economy-israel-gaza-war.html,2023-10-10,Business Day,2023-10-10 08:00:10+00:00
Trump’s Remarks on Hezbollah and Netanyahu Prompt Bipartisan Outcry,https://www.nytimes.com/2023/10/12/us/politics/trump-hezbollah-israel-palestine.html,2023-10-13,U.S.,2023-10-13 00:41:58+00:00
"There Is Not Yet an ‘Axis of Evil,’ but a New Reality for America in the Holy Land",https://www.nytimes.com/2023/10/11/opinion/israel-9-11-biden-strategy.html,2023-10-11,Opinion,2023-10-11 09:02:27+00:00
Monday Briefing: Israel’s Leader Warns of a Long War,https://www.nytimes.com/2023/10/08/briefing/israel-gaza-hamas-afghanistan-quake-odessa-strikes.html,2023-10-08,Briefing,2023-10-08 20:30:38+00:00
Small-Town Revolt Reveals Larger German Concerns About Arming Ukraine,https://www.nytimes.com/2023/10/03/world/europe/germany-defense-ukraine-war-weapons.html,2023-10-03,World,2023-10-03 04:01:17+00:00
"On Anniversary of Illegal Annexation, Russia Strikes Ukrainian Region It Claims as Its Own",https://www.nytimes.com/2023/09/30/world/europe/russia-ukraine-war.html,2023-09-30,World,2023-09-30 09:51:16+00:00
Kim Jong-un and Putin Plan to Meet in Russia to Discuss Weapons,https://www.nytimes.com/2023/09/04/us/politics/putin-kim-meeting-russia-north-korea-weapons.html,2023-09-04,U.S.,2023-09-04 18:06:41+00:00
"First Abrams Tanks Arrive in Ukraine, Zelensky Says",https://www.nytimes.com/2023/09/25/world/europe/us-abrams-tanks-ukraine.html,2023-09-25,World,2023-09-25 10:22:55+00:00
"As Armenia and Azerbaijan Clash, Russia Is a Distracted Spectator",https://www.nytimes.com/2023/09/21/world/europe/russia-armenia-azerbaijan-karabakh.html,2023-09-21,World,2023-09-21 13:17:36+00:00
How to Make Russia Really Pay for Invading Ukraine,https://www.nytimes.com/2023/09/19/opinion/ukraine-russia-united-states-funding.html,2023-09-19,Opinion,2023-09-19 23:00:11+00:00
Ukraine’s Drone Strikes Against Russia Are a Message for Its Own People,https://www.nytimes.com/2023/08/25/us/politics/ukraine-drone-attacks-russia.html,2023-08-25,U.S.,2023-08-25 15:42:14+00:00
"Ukraine Targets Crimea for Second Day in a Row, Russia Says",https://www.nytimes.com/2023/09/23/world/europe/russia-ukraine-crimea.html,2023-09-23,World,2023-09-23 09:38:00+00:00
"Ukraine’s Fight Is the World’s, Zelensky Tells U.N. Assembly",https://www.nytimes.com/2023/09/19/world/europe/zelensky-ukraine-united-nations.html,2023-09-19,World,2023-09-19 21:47:32+00:00
Armenia: Cast Adrift in a Tough Neighborhood,https://www.nytimes.com/2023/09/29/world/europe/armenia-azerbaijan-nagorno-karabakh.html,2023-09-29,World,2023-09-29 09:02:52+00:00
"Wars, Pandemic, Insurrection, U.F.O.s: Gen. Mark Milley’s Term Had It All",https://www.nytimes.com/2023/09/27/us/politics/general-mark-milley-trump-biden.html,2023-09-27,U.S.,2023-09-27 13:13:39+00:00
An Orchestra’s ‘Ode to Joy’ Calls for Ukrainian Freedom,https://www.nytimes.com/2023/08/25/arts/music/ukrainian-freedom-orchestra.html,2023-08-25,Arts,2023-08-25 15:49:50+00:00
"As Dispute With Ukraine Escalates, Poland Says It Won’t Send New Weapons",https://www.nytimes.com/2023/09/21/world/europe/poland-ukraine-weapons-grain.html,2023-09-21,World,2023-09-21 14:07:35+00:00
"Troop Deaths and Injuries in Ukraine War Near 500,000, U.S. Officials Say",https://www.nytimes.com/2023/08/18/us/politics/ukraine-russia-war-casualties.html,2023-08-18,U.S.,2023-08-18 14:15:43+00:00
History Turns Upside Down in a War Where the Koreas Are Suppliers,https://www.nytimes.com/2023/09/14/world/asia/north-south-korea-ukraine.html,2023-09-14,World,2023-09-14 05:25:42+00:00
Cuba Arrests 17 People It Accuses of Recruiting for Russia’s War in Ukraine,https://www.nytimes.com/2023/09/08/world/americas/cuba-arrests-russia-ukraine-war.html,2023-09-08,World,2023-09-08 09:25:11+00:00
Russia Pushes Long-Term Influence Operations Aimed at the U.S. and Europe,https://www.nytimes.com/2023/08/25/us/politics/russia-intelligence-propaganda.html,2023-08-25,U.S.,2023-08-25 14:00:10+00:00
"Ukraine’s Forces and Firepower Are Misallocated, U.S. Officials Say",https://www.nytimes.com/2023/08/22/us/politics/ukraine-counteroffensive-russia-war.html,2023-08-22,U.S.,2023-08-22 17:43:24+00:00
Rule No. 1 in Putin’s Russia: Defy Him at Your Peril,https://www.nytimes.com/2023/08/24/world/europe/prigozhin-putin-russia.html,2023-08-24,World,2023-08-24 20:09:06+00:00
I’m an American Doctor. Here’s Why I Treat the Wounded Far From Home.,https://www.nytimes.com/2023/09/20/opinion/international-world/syria-ukraine-doctor-volunteer.html,2023-09-20,Opinion,2023-09-20 09:00:47+00:00
"Ukrainian Accounts of Torture Point to Systematic Russian Policy, Expert Says",https://www.nytimes.com/2023/09/10/world/europe/russian-ukraine-torture.html,2023-09-10,World,2023-09-10 06:53:18+00:00
"With Prigozhin’s Death, Putin Projects a Message of Power",https://www.nytimes.com/2023/08/25/world/europe/prigozhin-putin-russia-power.html,2023-08-25,World,2023-08-25 11:57:02+00:00
"Blast Likely Downed Jet and Killed Prigozhin, U.S. Officials Say",https://www.nytimes.com/2023/08/24/us/politics/plane-crash-prigozhin-explosion.html,2023-08-24,U.S.,2023-08-24 16:49:52+00:00
The Met Commissions an Opera About Abducted Ukrainian Children,https://www.nytimes.com/2023/09/11/arts/music/met-opera-ukrainian-opera.html,2023-09-11,Arts,2023-09-11 16:00:17+00:00
Russia Is Replicating Iranian Drones and Using Them to Attack Ukraine,https://www.nytimes.com/2023/08/10/us/russia-iran-drones-ukraine.html,2023-08-10,U.S.,2023-08-10 15:30:29+00:00
Russia Says Ukraine Targeted Crimea With Dozens of Drones,https://www.nytimes.com/2023/08/25/world/europe/russia-crimea-drones.html,2023-08-25,World,2023-08-25 11:08:04+00:00
"3 Bullets, 2 Wars, 1 Village",https://www.nytimes.com/2023/09/05/world/europe/ukraine-kamianka-russia-war-ww2.html,2023-09-05,World,2023-09-05 04:01:22+00:00
Three American Lives Forever Changed by a Weapon Now Being Sent to Ukraine,https://www.nytimes.com/2023/09/03/us/cluster-weapons-ukraine-troops.html,2023-09-03,U.S.,2023-09-03 09:00:20+00:00
"Danube Ports, a Lifeline for Ukraine, Come Under Russian Threat",https://www.nytimes.com/2023/08/01/world/europe/ukraine-grain-danube-ports-russia.html,2023-08-01,World,2023-08-01 17:45:50+00:00
Ukrainian Troops Trained by the West Stumble in Battle,https://www.nytimes.com/2023/08/02/us/politics/ukraine-troops-counteroffensive-training.html,2023-08-02,U.S.,2023-08-02 13:01:39+00:00
Vatican Tries to Clarify Pope Francis’ Remarks on Russia,https://www.nytimes.com/2023/08/29/world/vatican-pope-francis-russia.html,2023-08-29,World,2023-08-29 14:48:46+00:00
"Russia Is Weaponizing Global Food Supply in Ukraine War, Blinken Says",https://www.nytimes.com/video/world/europe/100000008359471/russia-ukraine-war-hunger-crisis.html,2022-05-20,World,2022-05-20 14:03:04+00:00
"As Dead Dolphins Wash Ashore, Ukraine Builds a Case of Ecocide Against Russia",https://www.nytimes.com/2023/08/17/world/europe/russia-war-dolphin-deaths-ukraine.html,2023-08-17,World,2023-08-17 04:01:18+00:00
Ukraine Observes Independence Day With Subdued Celebrations,https://www.nytimes.com/2023/08/24/world/europe/ukraine-independence-day.html,2023-08-24,World,2023-08-24 06:30:33+00:00
Biden Orders U.S. to Share Evidence of Russian War Crimes With Hague Court,https://www.nytimes.com/2023/07/26/us/politics/biden-russia-war-crimes-hague.html,2023-07-26,U.S.,2023-07-26 18:44:50+00:00
"A Spending Boom Fuels Russia’s Wartime Economy, Raising Bubble Fears",https://www.nytimes.com/2023/07/31/world/europe/russia-war-economy.html,2023-07-31,World,2023-07-31 09:00:30+00:00
Pentagon Plans to Begin Training Ukrainian Pilots on F-16s in U.S.,https://www.nytimes.com/2023/08/24/world/europe/us-ukraine-f16-jets-training.html,2023-08-24,World,2023-08-24 15:59:34+00:00
"Ukraine War Is a Preview of Potential ‘Tyranny and Turmoil,’ Austin Says",https://www.nytimes.com/video/world/europe/100000008647244/lloyd-austin-ukraine-russia.html,2022-11-19,World,2022-11-19 22:41:00+00:00
How War Destroyed a ‘Long and Happy Marriage’,https://www.nytimes.com/2023/07/25/world/europe/ukraine-war-divorce.html,2023-07-25,World,2023-07-25 15:00:19+00:00
Should Ukraine Consider an Armistice?,https://www.nytimes.com/2024/01/02/opinion/ukraine-russia-armistice.html,2024-01-02,Opinion,2024-01-02 16:15:24+00:00
Fareed Zakaria on Where Russia’s War in Ukraine Stands — and Much More,https://www.nytimes.com/2023/06/02/opinion/ezra-klein-podcast-fareed-zakaria.html,2023-06-02,Opinion,2023-06-02 09:00:09+00:00
Russian Men Flee the Country to Avoid Fighting in Ukraine,https://www.nytimes.com/video/world/europe/100000008547169/russia-ukraine-war-draft-airports.html,2022-09-22,World,2022-09-22 18:26:55+00:00
A Thousand Tiny Quakes,https://www.nytimes.com/interactive/2023/08/30/world/europe/ukraine-war-russia-attacks-seismic-waves.html,2023-08-30,World,2023-08-30 15:08:29+00:00
A Gaza Mayor’s View of the Conflict,https://www.nytimes.com/2024/01/01/opinion/letters/gaza-mayor.html,2024-01-01,Opinion,2024-01-01 16:00:07+00:00
G.O.P.’s Far Right Seeks to Use Defense Bill to Defund Ukraine War Effort,https://www.nytimes.com/2023/07/12/us/politics/defense-bill-republicans-ukraine-war.html,2023-07-12,U.S.,2023-07-12 23:28:06+00:00
"Russia Beat and Denied Food to Prisoners of War, Ukraine Says",https://www.nytimes.com/2022/09/29/world/europe/russia-ukraine-war-prisoners.html,2022-09-29,World,2022-09-29 16:12:56+00:00
Russian Missiles Hit Civilian Areas in Ukraine’s Second-Largest City,https://www.nytimes.com/video/world/europe/100000008438406/russia-ukraine-war-kharkiv-strikes.html,2022-07-11,World,2022-07-11 12:48:09+00:00
Ukraine Makes ‘Tactically Significant’ Progress in Its Counteroffensive,https://www.nytimes.com/2023/08/12/world/europe/russia-ukraine-war.html,2023-08-12,World,2023-08-12 10:20:51+00:00
A Tangled Past Complicates Poland’s Welcome to Ukrainian Refugees,https://www.nytimes.com/2023/07/10/world/europe/ukraine-poland-volhynia-massacre-history.html,2023-07-10,World,2023-07-10 09:00:56+00:00
South Africa to Hold Naval Drill With Russia and China Amid Ukraine War,https://www.nytimes.com/2023/01/19/world/africa/south-africa-naval-drill-russia-china.html,2023-01-19,World,2023-01-19 22:20:16+00:00
How Russia’s War on Ukraine Is Worsening Global Starvation,https://www.nytimes.com/2023/01/02/us/politics/russia-ukraine-food-crisis.html,2023-01-02,U.S.,2023-01-02 10:00:17+00:00
The War on Ukrainian Culture,https://www.nytimes.com/2022/07/15/briefing/russia-ukraine-war-culture.html,2022-07-15,Briefing,2022-07-15 21:27:57+00:00
Ukraine Says Russia Targeted Kyiv With Overnight Drone Attacks,https://www.nytimes.com/2023/08/02/world/europe/russia-drone-attack-ukraine.html,2023-08-02,World,2023-08-02 11:12:54+00:00
Reading the Tea Leaves on the End of the War in Ukraine,https://www.nytimes.com/2023/06/27/books/review/russia-ukraine-war-new-books.html,2023-06-27,Books,2023-06-27 14:47:39+00:00
The War in Ukraine’s Skies,https://www.nytimes.com/2022/12/14/briefing/russia-ukraine-war-drone-us.html,2022-12-14,Briefing,2022-12-14 22:09:41+00:00
Cargo Ship Travels From Port of Odesa in Test of Ukraine’s New Black Sea Corridor,https://www.nytimes.com/2023/08/16/world/europe/odesa-cargo-ship-black-sea-ukraine.html,2023-08-16,World,2023-08-16 12:46:18+00:00
Deadly Russian Strikes Hit Odesa Cathedral and Apartment Buildings,https://www.nytimes.com/2023/07/23/world/europe/odesa-cathedral-missile.html,2023-07-23,World,2023-07-23 06:29:32+00:00
Biden Says Ukraine Is Not Ready for NATO Membership,https://www.nytimes.com/2023/07/09/us/politics/biden-ukraine-nato.html,2023-07-09,U.S.,2023-07-09 16:10:13+00:00
Western Banks Helped Fund Blacklisted Oligarch’s Charity,https://www.nytimes.com/2023/08/27/world/europe/blacklisted-oligarch-western-banks-russia.html,2023-08-27,World,2023-08-27 09:00:25+00:00
What 70 Years of War Can Tell Us About the Russia-Ukraine Conflict,https://www.nytimes.com/2023/01/16/world/europe/russia-ukraine-war-attrition.html,2023-01-16,World,2023-01-16 10:00:12+00:00
Fiona Hill on Whether Ukraine Can Win — and What Happens if Russia Loses,https://www.nytimes.com/2022/04/08/opinion/ezra-klein-podcast-fiona-hill.html,2022-04-08,Opinion,2022-04-08 09:00:18+00:00
"As Russian Losses Mount in Ukraine, Putin Gets More Involved in War Strategy",https://www.nytimes.com/2022/09/23/us/politics/putin-ukraine.html,2022-09-23,U.S.,2022-09-23 23:53:58+00:00
"Biden Braces NATO for Long Conflict With Russia, Making Cold War Parallel",https://www.nytimes.com/2023/07/12/world/europe/biden-nato-lithuania-ukraine.html,2023-07-12,World,2023-07-12 21:27:20+00:00
"U.S. Cluster Munitions Arrive in Ukraine, but Impact on Battlefield Remains Unclear",https://www.nytimes.com/2023/07/14/us/politics/ukraine-war-cluster-munitions.html,2023-07-14,U.S.,2023-07-14 15:23:28+00:00
"With Slow Advance, Ukraine Aims for Better Shot at Russian Targets",https://www.nytimes.com/2023/07/28/world/europe/ukraine-counteroffensive-russia.html,2023-07-28,World,2023-07-28 14:17:47+00:00
Ukraine War Impact Widens: Russia Cuts Gas Flow and Vows More Reprisals,https://www.nytimes.com/2022/04/27/world/europe/russia-ukraine-gas-flow-europe.html,2022-04-27,World,2022-04-27 22:44:01+00:00
"Weary Soldiers, Unreliable Munitions: Ukraine’s Many Challenges",https://www.nytimes.com/2023/07/23/world/europe/weary-soldiersunreliable-munitions-ukraines-many-challenges.html,2023-07-23,World,2023-07-23 09:27:16+00:00
Russia Intensifies Its Propaganda Campaign Against Ukraine,https://www.nytimes.com/2022/10/26/us/politics/russia-propaganda-dirty-bomb.html,2022-10-26,U.S.,2022-10-26 17:39:54+00:00
The Monks in the Middle of Russia’s War in Ukraine,https://www.nytimes.com/interactive/2023/03/22/world/europe/kyiv-pechersk-lavra-ukraine-war.html,2023-03-22,World,2023-03-22 11:36:04+00:00
Tensions Over the Ukraine War Deepen the Chill Near the North Pole,https://www.nytimes.com/2022/04/14/world/europe/barentsburg-norway-ukraine-war-russia.html,2022-04-14,World,2022-04-14 21:51:19+00:00
"The War in Ukraine, as Seen on Russian TV",https://www.nytimes.com/interactive/2022/05/06/technology/russian-propaganda-television.html,2022-05-06,Technology,2022-05-06 09:00:03+00:00
"In Ukraine War, a Long Journey Begins in Prosecuting Rape",https://www.nytimes.com/2022/04/29/us/politics/ukraine-rape-war-crimes.html,2022-04-29,U.S.,2022-04-29 13:05:34+00:00
Ukraine Says Kyiv Won’t Receive F-16 Fighter Jets This Year,https://www.nytimes.com/2023/08/17/world/europe/ukraine-f16-jets-nato.html,2023-08-17,World,2023-08-17 11:23:22+00:00
How Russians See the War in Ukraine,https://www.nytimes.com/2022/03/14/podcasts/the-daily/ukraine-russia-family-misinformation.html,2022-03-14,Podcasts,2022-03-14 10:00:10+00:00
"Science, Technology and War Beyond the Bomb",https://www.nytimes.com/2023/08/15/opinion/war-tech-oppenheimer.html,2023-08-15,Opinion,2023-08-15 22:24:47+00:00
More Russian Mercenaries Deploying to Ukraine to Take On Greater Role in War,https://www.nytimes.com/2022/03/25/us/politics/russian-mercenaries-ukraine-wagner-group.html,2022-03-25,U.S.,2022-03-25 22:39:48+00:00
A grinding artillery war in Ukraine,https://www.nytimes.com/2022/05/06/briefing/a-grinding-artillery-war-in-ukraine.html,2022-05-06,Briefing,2022-05-06 21:52:06+00:00
"Xi, Cast as Peacemaker, Wades Into Russia’s War in Ukraine",https://www.nytimes.com/2023/03/17/world/asia/xi-jinping-china-putin-russia-war.html,2023-03-17,World,2023-03-17 09:17:31+00:00
"Russia Replaces Commander for Ukraine War, as Signs of Dissension Grow",https://www.nytimes.com/2023/01/11/world/europe/russia-ukraine-war-general.html,2023-01-11,World,2023-01-11 23:59:20+00:00
Russia’s Long War,https://www.nytimes.com/2022/12/07/briefing/russia-ukraine-war-putin.html,2022-12-07,Briefing,2022-12-07 22:27:05+00:00
"Russia Was Behind Cyberattack in Run-Up to Ukraine War, Investigation Finds",https://www.nytimes.com/2022/05/10/us/politics/russia-cyberattack-ukraine-war.html,2022-05-10,U.S.,2022-05-10 22:51:34+00:00
Putin Warns Russians to Prepare for Protracted Ukraine War,https://www.nytimes.com/2022/12/07/world/europe/putin-russia-ukraine-war.html,2022-12-08,World,2022-12-08 00:00:10+00:00
"In Central Asia, Blinken Will Urge Distance From Russia, and Ukraine War",https://www.nytimes.com/2023/02/27/world/asia/blinken-china-russia-ukraine-war.html,2023-02-27,World,2023-02-27 19:58:28+00:00
Ukrainian Court Convicts Russian Soldier of War Crimes,https://www.nytimes.com/video/world/europe/100000008363036/ukraine-russian-soldier-war-crimes.html,2022-05-23,World,2022-05-23 17:35:04+00:00
Ukrainians Find That Relatives in Russia Don’t Believe It’s a War,https://www.nytimes.com/2022/03/06/world/europe/ukraine-russia-families.html,2022-03-06,World,2022-03-06 17:25:48+00:00
"China Draws Lessons From Russia’s Losses in Ukraine, and Its Gains",https://www.nytimes.com/2023/04/01/world/asia/china-russia-ukraine-war.html,2023-04-01,World,2023-04-01 09:00:28+00:00
What Putin’s Propaganda Looks Like From Russia and Ukraine,https://www.nytimes.com/2022/03/31/opinion/sway-kara-swisher-olga-tokariuk-tikhon-dzyadko.html,2022-03-31,Opinion,2022-03-31 09:00:12+00:00
A Pop Star Tried to Reconcile Russia and Ukraine. War Ruined That.,https://www.nytimes.com/2022/07/07/arts/music/ivan-dorn-russia-ukraine-war.html,2022-07-07,Arts,2022-07-07 17:14:33+00:00
"On Ukraine War’s 500th Day, Russia Strikes and Zelensky Shows Defiance",https://www.nytimes.com/2023/07/08/world/europe/russia-ukraine-war.html,2023-07-08,World,2023-07-08 09:35:57+00:00
"Russia Asked China for Military and Economic Aid for Ukraine War, U.S. Officials Say",https://www.nytimes.com/2022/03/13/us/politics/russia-china-ukraine.html,2022-03-13,U.S.,2022-03-13 19:52:09+00:00
